id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. pub.>	score<Avg. pub. year>	weight<No. sentences>	weight<No. results 00: all valid queries>	weight<No. results 06: contradict* + studies>	weight<No. results 07: contradict* + results>	weight<No. results 14: contrast* + ideas>	weight<No. results 17: contrary + results>	weight<No. results 21: conflict* + studies>	weight<No. results 26: disagree* + studies>	weight<No. results 27: disagree* + results>	weight<No. results 36: controvers* + studies>	weight<No. results 37: controvers* + results>	weight<No. results 38: controvers* + methods>	weight<No. results 39: controvers* + ideas>	weight<No. results 40: controvers* + standalone>	weight<No. results 41: disprov* + studies>	weight<No. results 51: debat* + studies>	weight<No. results 52: debat* + results>	weight<No. results 53: debat* + methods>	weight<No. results 55: debat* + standalone>	weight<No. results 56: no consensus + studies>	weight<No. results 57: no consensus + results>	weight<No. results 58: no consensus + methods>	weight<No. results 59: no consensus + ideas>	weight<No. results 60: no consensus + standalone>	weight<No. results 63: questionable + methods>	weight<Share results 00: all valid queries>	weight<Share results 06: contradict* + studies>	weight<Share results 07: contradict* + results>	weight<Share results 14: contrast* + ideas>	weight<Share results 17: contrary + results>	weight<Share results 21: conflict* + studies>	weight<Share results 26: disagree* + studies>	weight<Share results 27: disagree* + results>	weight<Share results 36: controvers* + studies>	weight<Share results 37: controvers* + results>	weight<Share results 38: controvers* + methods>	weight<Share results 39: controvers* + ideas>	weight<Share results 40: controvers* + standalone>	weight<Share results 41: disprov* + studies>	weight<Share results 51: debat* + studies>	weight<Share results 52: debat* + results>	weight<Share results 53: debat* + methods>	weight<Share results 55: debat* + standalone>	weight<Share results 56: no consensus + studies>	weight<Share results 57: no consensus + results>	weight<Share results 58: no consensus + methods>	weight<Share results 59: no consensus + ideas>	weight<Share results 60: no consensus + standalone>	weight<Share results 63: questionable + methods>	score<00: all valid queries>	score<06: contradict* + studies>	score<07: contradict* + results>	score<14: contrast* + ideas>	score<17: contrary + results>	score<21: conflict* + studies>	score<26: disagree* + studies>	score<27: disagree* + results>	score<36: controvers* + studies>	score<37: controvers* + results>	score<38: controvers* + methods>	score<39: controvers* + ideas>	score<40: controvers* + standalone>	score<41: disprov* + studies>	score<51: debat* + studies>	score<52: debat* + results>	score<53: debat* + methods>	score<55: debat* + standalone>	score<56: no consensus + studies>	score<57: no consensus + results>	score<58: no consensus + methods>	score<59: no consensus + ideas>	score<60: no consensus + standalone>	score<63: questionable + methods>
11	11	<table><tr><td>Meso-level field:</td><td>11</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>statistics in medicine; computational statistics & data analysis; journal of statistical planning and inference; communications in statistics-theory and methods; statistics & probability letters</td></tr><tr><td>Terms:</td><td>longitudinal data; empirical likelihood; coefficient model; treatment effect; propensity score</td></tr><tr><td>No. of pub.:</td><td>46827</td></tr><tr><td>Avg. pub. year:</td><td>2009.01</td></tr></table>	0.0011	0.3724	5	808	365070	46827	2009.0137	276654	239	5	28	12	20	8	2	6	5	6	5	0	64	0	6	4	8	87	1	1	1	0	11	2	0.000863895	1.80731E-05	0.000101209	4.33755E-05	7.22925E-05	2.8917E-05	7.22925E-06	2.16877E-05	1.80731E-05	2.16877E-05	1.80731E-05	0	0.000231336	0	2.16877E-05	1.44585E-05	2.8917E-05	0.000314472	3.61462E-06	3.61462E-06	3.61462E-06	0	3.97609E-05	7.22925E-06	-1.838284145	-2.884490897	-1.84190544	-0.30697405	-1.366223073	-2.392948685	-2.41776488	-1.99656103	-2.215858847	-2.288171973	-0.167145032	-100	-2.181392687	-100	-1.383285011	-1.115402515	0.676040882	-1.685327953	-1.336065721	0.39688681	-0.537058786	-100	-1.447800464	-0.185104124
12	12	<table><tr><td>Meso-level field:</td><td>12</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>teaching and teacher education; teachers college record; economics of education review; journal of education policy; phi delta kappan</td></tr><tr><td>Terms:</td><td>teacher quality; school improvement; class size; professional learning community; charter school</td></tr><tr><td>No. of pub.:</td><td>39781</td></tr><tr><td>Avg. pub. year:</td><td>2008.98</td></tr></table>	-0.3727	0.7329	1	711	180955	39781	2008.9804	153586	1069	29	102	37	44	31	7	1	12	6	0	7	164	0	27	20	7	642	5	1	0	0	36	1	0.00696027	0.000188819	0.000664123	0.000240907	0.000286484	0.000201841	4.55771E-05	6.51101E-06	7.81321E-05	3.90661E-05	0	4.55771E-05	0.001067806	0	0.000175797	0.00013022	4.55771E-05	0.004180068	3.25551E-05	6.51101E-06	0	0	0.000234396	6.51101E-06	1.171931253	0.500598072	0.872201049	2.166552884	0.62031652	0.410283694	0.23862611	-3.732487462	-0.103788372	-1.439135904	-100	1.829931532	0.025195386	-100	1.635676059	2.055561649	1.332431872	2.047194107	1.834898442	1.245922879	-100	-100	1.111728988	-0.336068055
13	13	<table><tr><td>Meso-level field:</td><td>13</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review d; journal of high energy physics; physics letters b; classical and quantum gravity; journal of cosmology and astroparticle physics</td></tr><tr><td>Terms:</td><td>inflation; ads; massive gravity; bianchi type; hawking radiation</td></tr><tr><td>No. of pub.:</td><td>82764</td></tr><tr><td>Avg. pub. year:</td><td>2008.28</td></tr></table>	1.3604	0.1164	3	730	287072	82764	2008.2754	311869	504	5	64	44	16	4	5	52	4	9	2	5	126	0	5	8	4	189	0	0	1	0	9	3	0.001616063	1.60324E-05	0.000205214	0.000141085	5.13036E-05	1.28259E-05	1.60324E-05	0.000166737	1.28259E-05	2.88583E-05	6.41295E-06	1.60324E-05	0.000404016	0	1.60324E-05	2.56518E-05	1.28259E-05	0.000606024	0	0	3.20647E-06	0	2.88583E-05	9.61942E-06	-0.934728401	-3.057348268	-0.822117734	1.394637696	-1.861008539	-3.565806057	-1.268694157	0.946058816	-2.710644313	-1.876066844	-1.661930499	0.322611264	-1.376970136	-100	-1.819176788	-0.288259887	-0.49681649	-0.738886396	-100	-100	-0.709916158	-100	-1.910164453	0.227001005
14	14	<table><tr><td>Meso-level field:</td><td>14</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plant physiology; plant journal; journal of experimental botany; plant cell; planta</td></tr><tr><td>Terms:</td><td>brassinosteroid; guard cell; mads box gene; anthocyanin biosynthesis; plant immunity</td></tr><tr><td>No. of pub.:</td><td>78981</td></tr><tr><td>Avg. pub. year:</td><td>2008.75</td></tr></table>	-0.0103	-0.1312	4	798	1295159	78981	2008.7524	553371	1040	59	164	26	73	43	12	38	13	37	4	8	342	2	9	7	4	299	1	0	0	0	17	0	0.00187939	0.000106619	0.000296365	4.69848E-05	0.000131919	7.77056E-05	2.16853E-05	6.867E-05	2.34924E-05	6.68629E-05	7.22842E-06	1.44568E-05	0.00061803	3.61421E-06	1.6264E-05	1.26497E-05	7.22842E-06	0.000540325	1.80711E-06	0	0	0	3.07208E-05	0	-0.716947397	-0.323940199	-0.291872614	-0.191661089	-0.498490865	-0.966848187	-0.832966637	-0.333760274	-1.83751148	-0.663845365	-1.489237384	0.173376284	-0.763704429	0.961785497	-1.798486767	-1.30821185	-1.324123375	-0.904434031	-2.336229978	-100	-100	-100	-1.819933498	-100
15	15	<table><tr><td>Meso-level field:</td><td>15</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>theoretical and applied genetics; crop science; euphytica; field crops research; agronomy journal</td></tr><tr><td>Terms:</td><td>high molecular weight glutenin subunit; plasmodiophora brassicae; leaf rust resistance; landrace; puroindoline</td></tr><tr><td>No. of pub.:</td><td>54678</td></tr><tr><td>Avg. pub. year:</td><td>2008.67</td></tr></table>	0.0159	-0.0906	4	790	536320	54678	2008.6737	255888	650	24	84	10	66	24	14	32	4	6	2	2	114	0	8	7	5	277	3	0	1	0	17	4	0.002540174	9.3791E-05	0.000328269	3.90796E-05	0.000257925	9.3791E-05	5.47114E-05	0.000125055	1.56318E-05	2.34478E-05	7.81592E-06	7.81592E-06	0.000445507	0	3.12637E-05	2.73557E-05	1.95398E-05	0.001082505	1.17239E-05	0	3.90796E-06	0	6.64353E-05	1.56318E-05	-0.282284755	-0.508886201	-0.144372649	-0.457438166	0.468813242	-0.695415894	0.502160332	0.53104676	-2.425216652	-2.175601683	-1.376502837	-0.713889169	-1.235932383	-100	-0.855677221	-0.195477303	0.110539267	0.098041008	0.36146707	-100	-0.424488496	-100	-0.707198951	0.927466166
16	16	<table><tr><td>Meso-level field:</td><td>16</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of chemical physics; journal of physical chemistry a; chemical physics letters; physical chemistry chemical physics; international journal of quantum chemistry</td></tr><tr><td>Terms:</td><td>cluster theory; rotational spectrum; density matrix; diffuse interstellar band; correlation energy</td></tr><tr><td>No. of pub.:</td><td>65097</td></tr><tr><td>Avg. pub. year:</td><td>2007.77</td></tr></table>	0.7988	-0.3266	3	784	797015	65097	2007.7692	352591	847	23	98	15	48	10	12	92	25	17	5	6	324	1	14	5	2	231	1	0	0	0	8	4	0.002402217	6.52314E-05	0.000277942	4.25422E-05	0.000136135	2.83615E-05	3.40338E-05	0.000260926	7.09037E-05	4.82145E-05	1.41807E-05	1.70169E-05	0.000918912	2.83615E-06	3.97061E-05	1.41807E-05	5.67229E-06	0.00065515	2.83615E-06	0	0	0	2.26892E-05	1.13446E-05	-0.362845661	-1.032769902	-0.384463385	-0.334958822	-0.453101533	-2.420933457	-0.182715247	1.592125559	-0.243843619	-1.135584499	-0.517057899	0.408590175	-0.191455551	0.612036887	-0.510805456	-1.143387287	-1.673871985	-0.626435274	-1.685978588	-100	-100	-100	-2.257144949	0.46498301
17	17	<table><tr><td>Meso-level field:</td><td>17</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>american journal of botany; plant systematics and evolution; botanical journal of the linnean society; annals of botany; phytotaxa</td></tr><tr><td>Terms:</td><td>dryopteridaceae; begoniaceae; podostemaceae; self incompatibility; pollen morphology</td></tr><tr><td>No. of pub.:</td><td>48528</td></tr><tr><td>Avg. pub. year:</td><td>2008.62</td></tr></table>	0.0433	-0.0157	4	772	509347	48528	2008.6162	173648	692	31	71	19	43	28	7	22	11	7	3	3	246	2	7	6	4	234	1	0	0	0	10	0	0.003985073	0.000178522	0.000408873	0.000109417	0.000247627	0.000161246	4.03114E-05	0.000126693	6.33465E-05	4.03114E-05	1.72763E-05	1.72763E-05	0.001416659	1.15176E-05	4.03114E-05	3.45527E-05	2.30351E-05	0.001347554	5.75878E-06	0	0	0	5.75878E-05	0	0.367394263	0.419694307	0.172403746	1.027907951	0.410030576	0.086323226	0.06150703	0.549825077	-0.406438334	-1.393862563	-0.232193638	0.430420031	0.433038807	2.633866742	-0.488975601	0.141476975	0.34795787	0.41401026	-0.664148733	-100	-100	-100	-0.913386999	-100
18	18	<table><tr><td>Meso-level field:</td><td>18</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of the american ceramic society; journal of the european ceramic society; ceramics international; materials science and engineering a-structural materials properties microstructure and processing; journal of materials science</td></tr><tr><td>Terms:</td><td>c c composite; ti3sic2; ceramic matrix composite; based cermet; refractory castable</td></tr><tr><td>No. of pub.:</td><td>43356</td></tr><tr><td>Avg. pub. year:</td><td>2007.95</td></tr></table>	1.0068	-0.2401	3	744	275458	43356	2007.9463	350394	474	25	99	5	56	9	10	35	14	13	2	1	129	1	11	4	4	113	0	0	0	0	3	2	0.001352763	7.13483E-05	0.000282539	1.42697E-05	0.00015982	2.56854E-05	2.85393E-05	9.98876E-05	3.9955E-05	3.71011E-05	5.70786E-06	2.85393E-06	0.000368157	2.85393E-06	3.13932E-05	1.14157E-05	1.14157E-05	0.000322494	0	0	0	0	8.56179E-06	5.70786E-06	-1.191302992	-0.90345809	-0.36079903	-1.910903744	-0.221691533	-2.563918972	-0.436732074	0.206864199	-1.071327307	-1.513590044	-1.829968415	-2.167354747	-1.51106072	0.621054466	-0.849711181	-1.456297803	-0.664854406	-1.648987774	-100	-100	-100	-100	-3.66316487	-0.525999412
19	19	<table><tr><td>Meso-level field:</td><td>19</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of southern african studies; journal of the royal anthropological institute; american ethnologist; modern asian studies; journal of peasant studies</td></tr><tr><td>Terms:</td><td>artisanal; papua new guinea; small scale mining; land reform; new caledonia</td></tr><tr><td>No. of pub.:</td><td>22503</td></tr><tr><td>Avg. pub. year:</td><td>2008.91</td></tr></table>	-0.2809	0.8046	1	661	81443	22503	2008.912	52142	621	5	13	7	4	44	0	3	3	2	1	0	107	0	9	5	1	441	1	0	0	0	6	0	0.011909785	9.5892E-05	0.000249319	0.000134249	7.67136E-05	0.000843849	0	5.75352E-05	5.75352E-05	3.83568E-05	1.91784E-05	0	0.002052089	0	0.000172606	9.5892E-05	1.91784E-05	0.008457673	1.91784E-05	0	0	0	0.00011507	0	1.946863462	-0.47692594	-0.541255687	1.322983328	-1.28058621	2.47404789	-100	-0.588996073	-0.545259484	-1.465569517	-0.08150817	-100	0.967639256	-100	1.609242447	1.614090537	0.083605839	3.063928354	1.071499236	-100	-100	-100	0.085295375	-100
20	20	<table><tr><td>Meso-level field:</td><td>20</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of business ethics; research policy; industrial marketing management; strategic management journal; journal of business research</td></tr><tr><td>Terms:</td><td>entrepreneurial orientation; supply chain integration; iso; tqm; dynamic capability</td></tr><tr><td>No. of pub.:</td><td>84184</td></tr><tr><td>Avg. pub. year:</td><td>2008.99</td></tr></table>	-0.2193	0.747	1	799	584778	84184	2008.9894	1061088	5828	226	639	182	230	347	32	31	47	40	20	18	817	2	241	86	71	3234	29	4	6	1	250	12	0.005492476	0.000212989	0.000602212	0.000171522	0.000216759	0.000327023	3.01577E-05	2.92153E-05	4.42942E-05	3.76972E-05	1.88486E-05	1.69637E-05	0.000769964	1.88486E-06	0.000227125	8.10489E-05	6.69125E-05	0.003047815	2.73304E-05	3.76972E-06	5.65457E-06	9.42429E-07	0.000235607	1.13091E-05	0.830244588	0.67437035	0.731022138	1.676468468	0.217949262	1.106453546	-0.357154502	-1.566716841	-0.922587711	-1.490596	-0.106534653	0.404075922	-0.44659004	0.022560133	2.005252204	1.371472619	1.88639838	1.591442894	1.582525653	0.457497189	0.108514094	1.890456597	1.119162581	0.460468756
21	21	<table><tr><td>Meso-level field:</td><td>21</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>antimicrobial agents and chemotherapy; journal of antimicrobial chemotherapy; journal of clinical microbiology; infection control and hospital epidemiology; international journal of antimicrobial agents</td></tr><tr><td>Terms:</td><td>ctx m; kpc; extended spectrum beta; carbapenemase; vim</td></tr><tr><td>No. of pub.:</td><td>72708</td></tr><tr><td>Avg. pub. year:</td><td>2009</td></tr></table>	-0.5005	-0.258	2	788	636347	72708	2009.0041	349707	1261	52	107	4	53	80	9	20	37	60	13	1	531	3	30	19	7	377	3	1	6	0	62	3	0.003605876	0.000148696	0.00030597	1.14381E-05	0.000151555	0.000228763	2.57358E-05	5.71907E-05	0.000105803	0.000171572	3.7174E-05	2.85954E-06	0.001518414	8.57861E-06	8.57861E-05	5.43312E-05	2.00168E-05	0.001078045	8.57861E-06	2.85954E-06	1.71572E-05	0	0.000177291	8.57861E-06	0.223137716	0.155956835	-0.245857267	-2.230000442	-0.298294604	0.590915519	-0.58590377	-0.597659327	0.333602533	0.695692231	0.8733027	-2.16452335	0.533111472	2.208848363	0.600579193	0.794461107	0.145331912	0.092085373	-0.089167112	0.058822919	1.709839824	-100	0.708900337	0.061794486
22	22	<table><tr><td>Meso-level field:</td><td>22</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>automatica; ieee transactions on automatic control; international journal of control; iet control theory and applications; journal of process control</td></tr><tr><td>Terms:</td><td>h infinity control; uncertain nonlinear system; networked control system; time delay system; robust stabilization</td></tr><tr><td>No. of pub.:</td><td>49845</td></tr><tr><td>Avg. pub. year:</td><td>2008.78</td></tr></table>	0.9624	0.3032	5	766	179038	49845	2008.7811	330678	74	2	23	5	11	1	0	2	0	0	1	1	7	0	1	0	0	19	0	0	1	0	2	3	0.000223783	6.04818E-06	6.95541E-05	1.51204E-05	3.3265E-05	3.02409E-06	0	6.04818E-06	0	0	3.02409E-06	3.02409E-06	2.11686E-05	0	3.02409E-06	0	0	5.74577E-05	0	0	3.02409E-06	0	6.04818E-06	9.07227E-06	-3.787041871	-4.463763275	-2.383042689	-1.827352739	-2.486063832	-5.650292968	-100	-3.838867813	-100	-100	-2.74641741	-2.083803742	-5.631382048	-100	-4.225591795	-100	-100	-4.137688218	-100	-100	-0.794403069	-100	-4.164576366	0.142514094
23	23	<table><tr><td>Meso-level field:</td><td>23</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>applied catalysis a-general; catalysis today; journal of catalysis; journal of physical chemistry c; surface science</td></tr><tr><td>Terms:</td><td>fischer tropsch synthesis; selective catalytic reduction; enantioselective hydrogenation; levulinic acid; ethanol steam</td></tr><tr><td>No. of pub.:</td><td>67622</td></tr><tr><td>Avg. pub. year:</td><td>2008.53</td></tr></table>	0.902	-0.286	3	768	738332	67622	2008.5299	804627	1966	90	292	22	146	25	46	118	48	39	9	1	535	2	72	11	8	708	6	0	0	0	37	4	0.002443368	0.000111853	0.000362901	2.73419E-05	0.000181451	3.10703E-05	5.71693E-05	0.000146652	5.9655E-05	4.84697E-05	1.11853E-05	1.24281E-06	0.000664904	2.48562E-06	8.94825E-05	1.36709E-05	9.9425E-06	0.000879911	7.45687E-06	0	0	0	4.5984E-05	4.97125E-06	-0.338340713	-0.254803262	0.00032683	-0.972742299	-0.038563975	-2.289329862	0.565559709	0.760882152	-0.493061808	-1.127969622	-0.859385492	-3.366696825	-0.658234973	0.421712387	0.661440123	-1.196208263	-0.864196485	-0.200903265	-0.291340587	-100	-100	-100	-1.238016084	-0.72534149
24	24	<table><tr><td>Meso-level field:</td><td>24</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>soil biology & biochemistry; soil science society of america journal; geoderma; communications in soil science and plant analysis; soil & tillage research</td></tr><tr><td>Terms:</td><td>composting; nitrous oxide emission; eisenia; n2o emission; dicyandiamide</td></tr><tr><td>No. of pub.:</td><td>65894</td></tr><tr><td>Avg. pub. year:</td><td>2008.62</td></tr></table>	0.2119	-0.0117	4	778	693153	65894	2008.6159	748721	1898	156	437	56	240	59	39	98	15	24	4	5	305	0	25	6	8	539	5	4	3	0	72	5	0.00253499	0.000208355	0.000583662	7.47942E-05	0.000320547	7.8801E-05	5.20888E-05	0.00013089	2.00342E-05	3.20547E-05	5.34244E-06	6.67805E-06	0.000407361	0	3.33903E-05	8.01367E-06	1.06849E-05	0.000719894	6.67805E-06	5.34244E-06	4.00683E-06	0	9.6164E-05	6.67805E-06	-0.285232112	0.642637791	0.685883671	0.479072935	0.782393992	-0.946651072	0.431291902	0.596840877	-2.067241782	-1.724517409	-1.925418564	-0.9408768	-1.365072691	-100	-0.760736758	-1.96678545	-0.760304555	-0.490475422	-0.450483063	0.960541374	-0.388441721	-100	-0.173652517	-0.299521465
25	25	<table><tr><td>Meso-level field:</td><td>25</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of european public policy; jcms-journal of common market studies; journal of peace research; international affairs; foreign affairs</td></tr><tr><td>Terms:</td><td>democratic peace; international criminal court; democracy promotion; wto dispute settlement; wto law</td></tr><tr><td>No. of pub.:</td><td>55934</td></tr><tr><td>Avg. pub. year:</td><td>2008.91</td></tr></table>	-0.2782	0.7938	1	764	193612	55934	2008.9144	90652	1086	18	44	6	20	173	3	4	5	4	1	0	158	0	33	9	7	653	3	1	1	0	24	2	0.011979879	0.000198562	0.000485373	6.61872E-05	0.000220624	0.001908397	3.30936E-05	4.41248E-05	5.5156E-05	4.41248E-05	1.10312E-05	0	0.001742929	0	0.000364029	9.92808E-05	7.72184E-05	0.007203371	3.30936E-05	1.10312E-05	1.10312E-05	0	0.000264749	2.20624E-05	1.955329463	0.573178038	0.419843285	0.302697978	0.243448956	3.651351571	-0.223130351	-0.971851502	-0.606186818	-1.263462445	-0.879401099	-100	0.732060089	-100	2.685818636	1.664194515	2.093067832	2.832339761	1.858568808	2.006558839	1.072613243	-100	1.287402447	1.424567905
26	26	<table><tr><td>Meso-level field:</td><td>26</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>materials science and engineering a-structural materials properties microstructure and processing; journal of materials processing technology; journal of nuclear materials; acta materialia; scripta materialia</td></tr><tr><td>Terms:</td><td>plasticity steel; tube hydroforming; limit diagram; springback; trip steel</td></tr><tr><td>No. of pub.:</td><td>59969</td></tr><tr><td>Avg. pub. year:</td><td>2008.52</td></tr></table>	1.0451	-0.1851	3	732	270308	59969	2008.5248	614118	1170	45	241	52	142	17	22	83	12	16	6	3	263	0	27	6	6	304	1	0	1	0	14	14	0.001905171	7.32758E-05	0.000392433	8.46743E-05	0.000231226	2.7682E-05	3.58237E-05	0.000135153	1.95402E-05	2.60536E-05	9.77011E-06	4.88505E-06	0.000428256	0	4.39655E-05	9.77011E-06	9.77011E-06	0.000495019	1.62835E-06	0	1.62835E-06	0	2.27969E-05	2.27969E-05	-0.697291245	-0.864999002	0.113195868	0.658070061	0.311162846	-2.45591895	-0.108766368	0.643082795	-2.103257547	-2.02356758	-1.054543733	-1.391930065	-1.292906804	-100	-0.363793116	-1.680873121	-0.889429724	-1.030777042	-2.486498828	-100	-1.687491892	-100	-2.250310267	1.471817692
27	27	<table><tr><td>Meso-level field:</td><td>27</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>public health nutrition; appetite; american journal of clinical nutrition; bmc public health; international journal of obesity</td></tr><tr><td>Terms:</td><td>television viewing; vegetable consumption; vegetable intake; screen time; obesity prevention</td></tr><tr><td>No. of pub.:</td><td>78194</td></tr><tr><td>Avg. pub. year:</td><td>2009.67</td></tr></table>	-0.6804	0.2196	2	789	1110768	78194	2009.6686	496785	2092	129	248	36	163	136	18	34	57	62	4	8	600	1	34	31	15	684	14	2	7	1	132	1	0.004211077	0.00025967	0.00049921	7.2466E-05	0.00032811	0.00027376	3.6233E-05	6.84401E-05	0.000114738	0.000124802	8.05177E-06	1.61035E-05	0.001207766	2.01294E-06	6.84401E-05	6.24012E-05	3.01941E-05	0.001376853	2.81812E-05	4.02589E-06	1.40906E-05	2.01294E-06	0.000265709	2.01294E-06	0.446977353	0.960269434	0.460397118	0.433449621	0.816038157	0.849975326	-0.092378709	-0.338599519	0.450564242	0.236523006	-1.333611957	0.329001711	0.202887173	0.117410924	0.2746765	0.994254965	0.738392647	0.445042236	1.626750371	0.55234798	1.425757306	2.985307388	1.292623207	-2.029642954
28	28	<table><tr><td>Meso-level field:</td><td>28</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>forest ecology and management; plos one; biological conservation; ecology; plant ecology</td></tr><tr><td>Terms:</td><td>tree ring; fire regime; wildland fire; saproxylic beetle; soil water repellency</td></tr><tr><td>No. of pub.:</td><td>96173</td></tr><tr><td>Avg. pub. year:</td><td>2008.88</td></tr></table>	0.1118	0.0274	4	794	1198123	96173	2008.8811	763245	2811	126	319	93	210	52	29	53	33	39	15	19	590	0	67	36	33	1355	12	0	5	0	92	7	0.003682959	0.000165085	0.000417952	0.000121848	0.000275141	6.81302E-05	3.79957E-05	6.94404E-05	4.32364E-05	5.10976E-05	1.96529E-05	2.48937E-05	0.000773015	0	8.77831E-05	4.7167E-05	4.32364E-05	0.001775315	1.57223E-05	0	6.55098E-06	0	0.000120538	9.17137E-06	0.253653335	0.306797482	0.204088802	1.18315881	0.5620309	-1.156572417	-0.023847336	-0.317666526	-0.957456273	-1.051795705	-0.046245982	0.957404604	-0.440884993	-100	0.633778229	0.590459036	1.256371551	0.811742237	0.784833329	-100	0.320805859	-100	0.152266423	0.158187348
29	29	<table><tr><td>Meso-level field:</td><td>29</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>discrete mathematics; lecture notes in computer science; discrete applied mathematics; theoretical computer science; ars combinatoria</td></tr><tr><td>Terms:</td><td>planar graph; free graph; critical graph; chromatic number; cartesian product</td></tr><tr><td>No. of pub.:</td><td>25527</td></tr><tr><td>Avg. pub. year:</td><td>2008.32</td></tr></table>	1.1037	0.4647	5	600	26461	25527	2008.3215	122856	23	0	10	3	1	5	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0.000187211	0	8.13961E-05	2.44188E-05	8.13961E-06	4.06981E-05	0	0	0	8.13961E-06	0	0	1.62792E-05	0	0	0	0	8.13961E-06	0	0	0	0	8.13961E-06	0	-4.044474531	-100	-2.156217801	-1.135859584	-4.517036702	-1.899906124	-100	-100	-100	-3.702020008	-100	-100	-6.010278221	-100	-100	-100	-100	-6.957156983	-100	-100	-100	-100	-3.736117617	-100
30	30	<table><tr><td>Meso-level field:</td><td>30</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>rethinking history; filozofia; history and theory; african journal of business management; german life and letters</td></tr><tr><td>Terms:</td><td>w g sebald; roberto bolano; austerlitz; bernhard schlink; ciidae</td></tr><tr><td>No. of pub.:</td><td>7422</td></tr><tr><td>Avg. pub. year:</td><td>2008.51</td></tr></table>	-0.3028	0.817	1	489	10565	7422	2008.5125	2996	21	1	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	12	0	0	0	0	0	0	0.007009346	0.000333778	0	0	0	0	0	0	0	0	0	0	0.003004005	0	0.000333778	0	0	0.00400534	0	0	0	0	0	0	1.182067819	1.322482358	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	1.517433663	-100	2.560653838	-100	-100	1.985592401	-100	-100	-100	-100	-100	-100
31	31	<table><tr><td>Meso-level field:</td><td>31</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>vision research; journal of vision; plos one; neuroimage; journal of neuroscience</td></tr><tr><td>Terms:</td><td>attentional blink; action observation; binocular rivalry; synaesthesia; hemispatial neglect</td></tr><tr><td>No. of pub.:</td><td>73865</td></tr><tr><td>Avg. pub. year:</td><td>2009.09</td></tr></table>	-0.5304	0.5049	1	771	1137498	73865	2009.0882	837890	5310	223	640	280	367	521	31	69	78	140	18	37	1144	2	132	78	22	2115	8	2	2	0	75	3	0.006337347	0.000266145	0.000763823	0.000334173	0.000438005	0.0006218	3.69977E-05	8.23497E-05	9.3091E-05	0.000167086	2.14825E-05	4.41585E-05	0.001365334	2.38695E-06	0.000157539	9.3091E-05	2.62564E-05	0.002524198	9.54779E-06	2.38695E-06	2.38695E-06	0	8.95106E-05	3.58042E-06	1.036667119	0.995802835	1.07398966	2.638668393	1.232807012	2.033512804	-0.062246643	-0.071677147	0.148937204	0.65747047	0.082173801	1.784315834	0.379800576	0.363271681	1.477468535	1.571321631	0.536794427	1.319492426	0.065256206	-0.201791263	-1.135736859	-100	-0.277091465	-1.198819696
